DateTime,Media_Temperatura,Low_Temp,High_Temp,Media_Umidita,Date,Numero_Insetti,Nuove_Catture
2024-07-12 23:00:00,19.82,"19,4","20,5","77,7",2024-07-12,0,0
2024-07-13 00:00:00,19.18,"18,9","19,4","81,5",2024-07-13,0,0
2024-07-13 01:00:00,18.69,"18,6","18,8","85,63",2024-07-13,0,0
2024-07-13 02:00:00,18.46,"18,4","18,6","88,8",2024-07-13,0,0
2024-07-13 03:00:00,18.48,"18,3","18,7","90,75",2024-07-13,0,0
2024-07-13 04:00:00,18.55,"18,4","18,7","93,18",2024-07-13,0,0
2024-07-13 05:00:00,18.65,"18,6","18,7","95,16",2024-07-13,0,0
2024-07-13 06:00:00,18.87,"18,7","19,2","96,14",2024-07-13,0,0
2024-07-13 07:00:00,19.98,"19,1","21,9","96,08",2024-07-13,0,0
2024-07-13 08:00:00,24.66,"22,5","26,1","80,2",2024-07-13,0,0
2024-07-13 09:00:00,27.65,"25,8","28,7","68,95",2024-07-13,0,0
2024-07-13 10:00:00,30.36,"28,8","32,2","58,78",2024-07-13,0,0
2024-07-13 11:00:00,31.61,"30,8","32,5","53,39",2024-07-13,0,0
2024-07-13 12:00:00,32.43,"32,1","32,9","49,67",2024-07-13,0,0
2024-07-13 13:00:00,33.03,"31,8","34,1","49,27",2024-07-13,0,0
2024-07-13 14:00:00,31.22,"30,5","32,5","55,54",2024-07-13,0,0
2024-07-13 15:00:00,32.5,"30,5","34,2","53,58",2024-07-13,0,0
2024-07-13 16:00:00,32.13,"30,2","33,8","52,04",2024-07-13,0,0
2024-07-13 17:00:00,32.99,"32,1","33,4","45,85",2024-07-13,0,0
2024-07-13 18:00:00,31.58,"30,8","32,2",48,2024-07-13,0,0
2024-07-13 19:00:00,31.26,"30,2","32,2","46,26",2024-07-13,0,0
2024-07-13 20:00:00,27.81,"25,6","29,9","52,15",2024-07-13,0,0
2024-07-13 21:00:00,23.28,"21,4","25,3","63,33",2024-07-13,0,0
2024-07-13 22:00:00,19.88,19,"21,1","74,64",2024-07-13,0,0
2024-07-13 23:00:00,18.55,"18,2","18,9","80,4",2024-07-13,0,0
2024-07-14 00:00:00,17.77,"17,6","18,1","87,52",2024-07-14,1,1
2024-07-14 01:00:00,17.39,"17,2","17,5","91,58",2024-07-14,1,1
2024-07-14 02:00:00,17.12,17,"17,2","92,74",2024-07-14,1,1
2024-07-14 03:00:00,17.05,"16,9","17,1","94,52",2024-07-14,1,1
2024-07-14 04:00:00,17.12,17,"17,3","95,98",2024-07-14,1,1
2024-07-14 05:00:00,17.36,"17,1","17,6","96,63",2024-07-14,1,1
2024-07-14 06:00:00,17.46,"17,4","17,7","96,5",2024-07-14,1,1
2024-07-14 07:00:00,18.29,"17,8","19,6","95,95",2024-07-14,1,1
2024-07-14 08:00:00,23.17,"20,3","25,7","81,3",2024-07-14,1,1
2024-07-14 09:00:00,28.68,"25,1","31,3","55,23",2024-07-14,1,1
2024-07-14 10:00:00,31.53,"30,6","32,5","47,48",2024-07-14,1,1
2024-07-14 11:00:00,33.07,"32,1","33,8","41,79",2024-07-14,1,1
2024-07-14 12:00:00,33.63,"33,1",34,"42,35",2024-07-14,1,1
2024-07-14 13:00:00,33.63,"33,1","34,3","45,66",2024-07-14,1,1
2024-07-14 14:00:00,34.29,"33,7","34,7","44,42",2024-07-14,1,1
2024-07-14 15:00:00,34.83,"34,2","35,9","43,81",2024-07-14,1,1
2024-07-14 16:00:00,35.28,"34,7","35,8","41,45",2024-07-14,1,1
2024-07-14 17:00:00,33.68,"32,5","35,5","44,07",2024-07-14,1,1
2024-07-14 18:00:00,32.49,"31,9",33,"51,17",2024-07-14,1,1
2024-07-14 19:00:00,32.53,"31,3","33,2","51,8",2024-07-14,1,1
2024-07-14 20:00:00,28.75,"27,3","30,4","63,25",2024-07-14,1,1
2024-07-14 21:00:00,24.88,"23,4","26,8","75,2",2024-07-14,1,1
2024-07-14 22:00:00,22.25,"21,4","23,3","82,8",2024-07-14,1,1
2024-07-14 23:00:00,20.8,"20,2","21,2","86,29",2024-07-14,1,1
2024-07-15 00:00:00,19.64,"19,2","20,1","86,8",2024-07-15,1,0
2024-07-15 01:00:00,18.77,"18,4","19,1",89,2024-07-15,1,0
2024-07-15 02:00:00,17.98,"17,7","18,3","84,92",2024-07-15,1,0
2024-07-15 03:00:00,17.29,"17,1","17,6","80,78",2024-07-15,1,0
2024-07-15 04:00:00,16.8,"16,6","17,1","81,49",2024-07-15,1,0
2024-07-15 05:00:00,16.86,"16,5","17,2","81,16",2024-07-15,1,0
2024-07-15 06:00:00,16.41,"16,2","16,7","87,13",2024-07-15,1,0
2024-07-15 07:00:00,17.82,"16,7","19,8","90,4",2024-07-15,1,0
2024-07-15 08:00:00,23.93,"20,6","27,1","70,37",2024-07-15,1,0
2024-07-15 09:00:00,29.72,"26,2","32,2","50,7",2024-07-15,1,0
2024-07-15 10:00:00,33.29,"31,8",34,"40,61",2024-07-15,1,0
2024-07-15 11:00:00,35.33,"34,2","36,2","33,63",2024-07-15,1,0
2024-07-15 12:00:00,35.97,"35,6","36,5","31,93",2024-07-15,1,0
2024-07-15 13:00:00,36.08,"35,4","36,7","28,98",2024-07-15,1,0
2024-07-15 14:00:00,36.37,"35,8",37,"31,5",2024-07-15,1,0
2024-07-15 15:00:00,35.86,"35,3","36,4","33,86",2024-07-15,1,0
2024-07-15 16:00:00,36.3,"35,5","36,7","32,21",2024-07-15,1,0
2024-07-15 17:00:00,36.09,"35,4","37,1","32,01",2024-07-15,1,0
2024-07-15 18:00:00,35.97,"35,6","36,1","32,23",2024-07-15,1,0
2024-07-15 19:00:00,33.91,"31,7","35,4","35,69",2024-07-15,1,0
2024-07-15 20:00:00,28.84,27,"30,8","45,15",2024-07-15,1,0
2024-07-15 21:00:00,24.88,"23,1","26,6","56,75",2024-07-15,1,0
2024-07-15 22:00:00,22.18,"21,8","22,9","65,07",2024-07-15,1,0
2024-07-15 23:00:00,21.13,"20,6","21,6","68,41",2024-07-15,1,0
2024-07-16 00:00:00,19.92,"19,5","20,4","71,24",2024-07-16,2,1
2024-07-16 00:00:00,19.92,"19,5","20,4","71,24",2024-07-16,0,0
2024-07-16 01:00:00,19.05,"18,3","19,8","72,69",2024-07-16,2,1
2024-07-16 01:00:00,19.05,"18,3","19,8","72,69",2024-07-16,0,0
2024-07-16 02:00:00,18.0,"17,7","18,2","76,11",2024-07-16,2,1
2024-07-16 02:00:00,18.0,"17,7","18,2","76,11",2024-07-16,0,0
2024-07-16 03:00:00,17.42,"17,2","17,7","78,6",2024-07-16,2,1
2024-07-16 03:00:00,17.42,"17,2","17,7","78,6",2024-07-16,0,0
2024-07-16 04:00:00,16.87,"16,6","17,1","79,91",2024-07-16,2,1
2024-07-16 04:00:00,16.87,"16,6","17,1","79,91",2024-07-16,0,0
2024-07-16 05:00:00,16.14,"15,9","16,4","84,25",2024-07-16,2,1
2024-07-16 05:00:00,16.14,"15,9","16,4","84,25",2024-07-16,0,0
2024-07-16 06:00:00,16.08,"15,9","16,3","83,29",2024-07-16,2,1
2024-07-16 06:00:00,16.08,"15,9","16,3","83,29",2024-07-16,0,0
2024-07-16 07:00:00,17.7,"16,2","19,1","75,29",2024-07-16,2,1
2024-07-16 07:00:00,17.7,"16,2","19,1","75,29",2024-07-16,0,0
2024-07-16 08:00:00,23.07,"19,6","25,9","59,71",2024-07-16,2,1
2024-07-16 08:00:00,23.07,"19,6","25,9","59,71",2024-07-16,0,0
2024-07-16 09:00:00,29.46,"25,8",32,"42,76",2024-07-16,2,1
2024-07-16 09:00:00,29.46,"25,8",32,"42,76",2024-07-16,0,0
2024-07-16 10:00:00,31.85,31,"32,8","41,77",2024-07-16,2,1
2024-07-16 10:00:00,31.85,31,"32,8","41,77",2024-07-16,0,0
2024-07-16 11:00:00,32.13,"31,4","32,8","42,69",2024-07-16,2,1
2024-07-16 11:00:00,32.13,"31,4","32,8","42,69",2024-07-16,0,0
2024-07-16 12:00:00,33.23,"32,9","33,8","40,42",2024-07-16,2,1
2024-07-16 12:00:00,33.23,"32,9","33,8","40,42",2024-07-16,0,0
2024-07-16 13:00:00,34.39,"33,6","35,3","34,78",2024-07-16,2,1
2024-07-16 13:00:00,34.39,"33,6","35,3","34,78",2024-07-16,0,0
2024-07-16 14:00:00,35.06,"34,2","35,9","36,56",2024-07-16,2,1
2024-07-16 14:00:00,35.06,"34,2","35,9","36,56",2024-07-16,0,0
2024-07-16 15:00:00,35.4,"34,3","36,1","35,43",2024-07-16,2,1
2024-07-16 15:00:00,35.4,"34,3","36,1","35,43",2024-07-16,0,0
2024-07-16 16:00:00,35.78,"35,2","36,3","34,6",2024-07-16,2,1
2024-07-16 16:00:00,35.78,"35,2","36,3","34,6",2024-07-16,0,0
2024-07-16 17:00:00,35.35,"34,7","36,1","34,47",2024-07-16,2,1
2024-07-16 17:00:00,35.35,"34,7","36,1","34,47",2024-07-16,0,0
2024-07-16 18:00:00,33.7,"31,5","34,8","37,13",2024-07-16,2,1
2024-07-16 18:00:00,33.7,"31,5","34,8","37,13",2024-07-16,0,0
2024-07-16 19:00:00,32.95,"31,2","33,8","39,58",2024-07-16,2,1
2024-07-16 19:00:00,32.95,"31,2","33,8","39,58",2024-07-16,0,0
2024-07-16 20:00:00,28.44,"27,2","30,6","50,45",2024-07-16,2,1
2024-07-16 20:00:00,28.44,"27,2","30,6","50,45",2024-07-16,0,0
2024-07-16 21:00:00,25.71,"24,6","26,9","58,94",2024-07-16,2,1
2024-07-16 21:00:00,25.71,"24,6","26,9","58,94",2024-07-16,0,0
2024-07-16 22:00:00,24.63,"23,7","25,4","62,93",2024-07-16,2,1
2024-07-16 22:00:00,24.63,"23,7","25,4","62,93",2024-07-16,0,0
2024-07-16 23:00:00,22.79,"21,5","24,5","68,24",2024-07-16,2,1
2024-07-16 23:00:00,22.79,"21,5","24,5","68,24",2024-07-16,0,0
2024-07-17 00:00:00,20.98,"20,3","23,2","73,22",2024-07-17,1,1
2024-07-17 01:00:00,23.74,"22,8","24,4","59,92",2024-07-17,1,1
2024-07-17 02:00:00,21.48,"20,6","22,4","66,22",2024-07-17,1,1
2024-07-17 03:00:00,19.62,19,"20,3","72,62",2024-07-17,1,1
2024-07-17 04:00:00,18.26,"17,8","18,8","77,29",2024-07-17,1,1
2024-07-17 05:00:00,17.53,"17,3","17,6","79,96",2024-07-17,1,1
2024-07-17 06:00:00,17.31,17,18,"81,1",2024-07-17,1,1
2024-07-17 07:00:00,18.81,"17,4","20,7","79,09",2024-07-17,1,1
2024-07-17 08:00:00,24.35,"21,3","26,7","62,77",2024-07-17,1,1
2024-07-17 09:00:00,30.38,"26,9","31,7","46,05",2024-07-17,1,1
2024-07-17 10:00:00,33.03,"31,7","33,8","41,04",2024-07-17,1,1
2024-07-17 11:00:00,33.17,"32,5",34,"41,34",2024-07-17,1,1
2024-07-17 12:00:00,34.56,34,"35,2","38,83",2024-07-17,1,1
2024-07-17 13:00:00,35.01,"34,3","35,4",39,2024-07-17,1,1
2024-07-17 14:00:00,35.37,35,"35,8","37,27",2024-07-17,1,1
2024-07-17 15:00:00,36.0,"35,3",37,"36,01",2024-07-17,1,1
2024-07-17 16:00:00,36.38,"35,9",37,"32,49",2024-07-17,1,1
2024-07-17 17:00:00,35.87,35,"36,9","33,92",2024-07-17,1,1
2024-07-17 18:00:00,35.25,"34,5","35,9","34,01",2024-07-17,1,1
2024-07-17 19:00:00,34.48,"32,9","35,4","37,54",2024-07-17,1,1
2024-07-17 20:00:00,29.82,"28,1","32,1","49,19",2024-07-17,1,1
